Tag Name,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description,Negate Value
"CRISBELT_PLC01_TL35_BM100_CM","DB200.DBB1222",Byte,1,R/W,100,,,,,,,,,,"Conveyor 45 degree merge Conv_47",
"CRISBELT_PLC01_TL35_BM100_SIGNAL_1","DB200.DBD1224",DWord,1,R/W,100,,,,,,,,,,"Conveyor 45 degree merge Conv_47",
"CRISBELT_PLC01_TL35_HD021_CM","DB200.DBB382",Byte,1,R/W,100,,,,,,,,,,"Conveyor Singel arm diverter Diverter_1",
"CRISBELT_PLC01_TL35_HD021_SIGNAL_1","DB200.DBD384",DWord,1,R/W,100,,,,,,,,,,"Conveyor Singel arm diverter Diverter_1",
"CRISBELT_PLC01_TL35_HD135_CM","DB200.DBB1712",Byte,1,R/W,100,,,,,,,,,,"Conveyor Singel arm diverter Diverter_1",
"CRISBELT_PLC01_TL35_HD135_SIGNAL_1","DB200.DBD1714",DWord,1,R/W,100,,,,,,,,,,"Conveyor Singel arm diverter Diverter_1",
"CRISBELT_PLC01_TL35_PC007_CM","DB200.DBB186",Byte,1,R/W,100,,,,,,,,,,"Conveyor 90 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC007_SIGNAL_1","DB200.DBD188",DWord,1,R/W,100,,,,,,,,,,"Conveyor 90 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC010_CM","DB200.DBB228",Byte,1,R/W,100,,,,,,,,,,"Conveyor 90 spiral  curve Conv_47",
"CRISBELT_PLC01_TL35_PC010_SIGNAL_1","DB200.DBD230",DWord,1,R/W,100,,,,,,,,,,"Conveyor 90 spiral  curve Conv_47",
"CRISBELT_PLC01_TL35_PC012_CM","DB200.DBB256",Byte,1,R/W,100,,,,,,,,,,"Conveyor 90 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC012_SIGNAL_1","DB200.DBD258",DWord,1,R/W,100,,,,,,,,,,"Conveyor 90 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC013_CM","DB200.DBB270",Byte,1,R/W,100,,,,,,,,,,"Conveyor 90 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC013_SIGNAL_1","DB200.DBD272",DWord,1,R/W,100,,,,,,,,,,"Conveyor 90 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC017_CM","DB200.DBB326",Byte,1,R/W,100,,,,,,,,,,"Conveyor 45 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC017_SIGNAL_1","DB200.DBD328",DWord,1,R/W,100,,,,,,,,,,"Conveyor 45 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC023_CM","DB200.DBB410",Byte,1,R/W,100,,,,,,,,,,"Conveyor 30 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC023_SIGNAL_1","DB200.DBD412",DWord,1,R/W,100,,,,,,,,,,"Conveyor 30 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC025_CM","DB200.DBB438",Byte,1,R/W,100,,,,,,,,,,"Conveyor 30 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC025_SIGNAL_1","DB200.DBD440",DWord,1,R/W,100,,,,,,,,,,"Conveyor 30 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC028_CM","DB200.DBB480",Byte,1,R/W,100,,,,,,,,,,"Conveyor 90 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC028_SIGNAL_1","DB200.DBD482",DWord,1,R/W,100,,,,,,,,,,"Conveyor 90 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC032_CM","DB200.DBB536",Byte,1,R/W,100,,,,,,,,,,"Conveyor 90 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC032_SIGNAL_1","DB200.DBD538",DWord,1,R/W,100,,,,,,,,,,"Conveyor 90 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC034_CM","DB200.DBB564",Byte,1,R/W,100,,,,,,,,,,"Conveyor 90 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC034_SIGNAL_1","DB200.DBD566",DWord,1,R/W,100,,,,,,,,,,"Conveyor 90 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC039_CM","DB200.DBB634",Byte,1,R/W,100,,,,,,,,,,"Conveyor 90 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC039_SIGNAL_1","DB200.DBD636",DWord,1,R/W,100,,,,,,,,,,"Conveyor 90 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC041_CM","DB200.DBB662",Byte,1,R/W,100,,,,,,,,,,"Conveyor 90 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC041_SIGNAL_1","DB200.DBD664",DWord,1,R/W,100,,,,,,,,,,"Conveyor 90 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC048_CM","DB200.DBB760",Byte,1,R/W,100,,,,,,,,,,"Conveyor 90 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC048_SIGNAL_1","DB200.DBD762",DWord,1,R/W,100,,,,,,,,,,"Conveyor 90 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC050_CM","DB200.DBB788",Byte,1,R/W,100,,,,,,,,,,"Conveyor 90 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC050_SIGNAL_1","DB200.DBD790",DWord,1,R/W,100,,,,,,,,,,"Conveyor 90 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC055_CM","DB200.DBB858",Byte,1,R/W,100,,,,,,,,,,"Conveyor 60 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC055_SIGNAL_1","DB200.DBD860",DWord,1,R/W,100,,,,,,,,,,"Conveyor 60 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC057_CM","DB200.DBB886",Byte,1,R/W,100,,,,,,,,,,"Conveyor 60 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC057_SIGNAL_1","DB200.DBD888",DWord,1,R/W,100,,,,,,,,,,"Conveyor 60 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC110_CM","DB200.DBB1362",Byte,1,R/W,100,,,,,,,,,,"Conveyor 45 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC110_SIGNAL_1","DB200.DBD1364",DWord,1,R/W,100,,,,,,,,,,"Conveyor 45 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC112_CM","DB200.DBB1390",Byte,1,R/W,100,,,,,,,,,,"Conveyor 45 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC112_SIGNAL_1","DB200.DBD1392",DWord,1,R/W,100,,,,,,,,,,"Conveyor 45 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC122_CM","DB200.DBB1530",Byte,1,R/W,100,,,,,,,,,,"Conveyor 90 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC122_SIGNAL_1","DB200.DBD1532",DWord,1,R/W,100,,,,,,,,,,"Conveyor 90 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC124_CM","DB200.DBB1558",Byte,1,R/W,100,,,,,,,,,,"Conveyor 45 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC124_SIGNAL_1","DB200.DBD1560",DWord,1,R/W,100,,,,,,,,,,"Conveyor 45 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC126_CM","DB200.DBB1586",Byte,1,R/W,100,,,,,,,,,,"Conveyor 90 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC126_SIGNAL_1","DB200.DBD1588",DWord,1,R/W,100,,,,,,,,,,"Conveyor 90 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC129_CM","DB200.DBB1628",Byte,1,R/W,100,,,,,,,,,,"Conveyor 90 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC129_SIGNAL_1","DB200.DBD1630",DWord,1,R/W,100,,,,,,,,,,"Conveyor 90 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC130_CM","DB200.DBB1642",Byte,1,R/W,100,,,,,,,,,,"Conveyor 90 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC130_SIGNAL_1","DB200.DBD1644",DWord,1,R/W,100,,,,,,,,,,"Conveyor 90 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC138_CM","DB200.DBB1754",Byte,1,R/W,100,,,,,,,,,,"Conveyor 90 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC138_SIGNAL_1","DB200.DBD1756",DWord,1,R/W,100,,,,,,,,,,"Conveyor 90 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC139_CM","DB200.DBB1768",Byte,1,R/W,100,,,,,,,,,,"Conveyor 90 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC139_SIGNAL_1","DB200.DBD1770",DWord,1,R/W,100,,,,,,,,,,"Conveyor 90 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC143_CM","DB200.DBB1824",Byte,1,R/W,100,,,,,,,,,,"Conveyor 90 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC143_SIGNAL_1","DB200.DBD1826",DWord,1,R/W,100,,,,,,,,,,"Conveyor 90 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC145_CM","DB200.DBB1852",Byte,1,R/W,100,,,,,,,,,,"Conveyor 45 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC145_SIGNAL_1","DB200.DBD1854",DWord,1,R/W,100,,,,,,,,,,"Conveyor 45 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC147_CM","DB200.DBB1880",Byte,1,R/W,100,,,,,,,,,,"Conveyor 45 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC147_SIGNAL_1","DB200.DBD1882",DWord,1,R/W,100,,,,,,,,,,"Conveyor 45 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC150_CM","DB200.DBB1922",Byte,1,R/W,100,,,,,,,,,,"Conveyor 45 degree curve Conv_47",
"CRISBELT_PLC01_TL35_PC150_SIGNAL_1","DB200.DBD1924",DWord,1,R/W,100,,,,,,,,,,"Conveyor 45 degree curve Conv_47",
"CRISBELT_PLC01_TL35_XC004_CM","DB200.DBB144",Byte,1,R/W,100,,,,,,,,,,"Conveyor X- Ray Machine Conv_47",
"CRISBELT_PLC01_TL35_XC004_SIGNAL_1","DB200.DBD146",DWord,1,R/W,100,,,,,,,,,,"Conveyor X- Ray Machine Conv_47",
"CRISBELT_PLC01_TL36_BC001_CM","DB200.DBB956",Byte,1,R/W,100,,,,,,,,,,"Conveyor Loading conveyor Conv_47",
"CRISBELT_PLC01_TL36_BC001_SIGNAL_1","DB200.DBD958",DWord,1,R/W,100,,,,,,,,,,"Conveyor Loading conveyor Conv_47",
"CRISBELT_PLC01_TL36_BC002_CM","DB200.DBB970",Byte,1,R/W,100,,,,,,,,,,"Conveyor Queue conveyor Conv_47",
"CRISBELT_PLC01_TL36_BC002_SIGNAL_1","DB200.DBD972",DWord,1,R/W,100,,,,,,,,,,"Conveyor Queue conveyor Conv_47",
"CRISBELT_PLC01_TL36_BC003_CM","DB200.DBB984",Byte,1,R/W,100,,,,,,,,,,"Conveyor Queue conveyor Conv_47",
"CRISBELT_PLC01_TL36_BC003_SIGNAL_1","DB200.DBD986",DWord,1,R/W,100,,,,,,,,,,"Conveyor Queue conveyor Conv_47",
"CRISBELT_PLC01_TL36_BC005_CM","DB200.DBB1012",Byte,1,R/W,100,,,,,,,,,,"Conveyor Queue conveyor Conv_47",
"CRISBELT_PLC01_TL36_BC005_SIGNAL_1","DB200.DBD1014",DWord,1,R/W,100,,,,,,,,,,"Conveyor Queue conveyor Conv_47",
"CRISBELT_PLC01_TL36_BC006_CM","DB200.DBB1026",Byte,1,R/W,100,,,,,,,,,,"Conveyor incline conveyor Conv_47",
"CRISBELT_PLC01_TL36_BC006_SIGNAL_1","DB200.DBD1028",DWord,1,R/W,100,,,,,,,,,,"Conveyor incline conveyor Conv_47",
"CRISBELT_PLC01_TL36_BC007_CM","DB200.DBB1040",Byte,1,R/W,100,,,,,,,,,,"Conveyor Queue conveyor Conv_47",
"CRISBELT_PLC01_TL36_BC007_SIGNAL_1","DB200.DBD1042",DWord,1,R/W,100,,,,,,,,,,"Conveyor Queue conveyor Conv_47",
"CRISBELT_PLC01_TL36_XC004_CM","DB200.DBB998",Byte,1,R/W,100,,,,,,,,,,"Conveyor X- Ray Machine Conv_47",
"CRISBELT_PLC01_TL36_XC004_SIGNAL_1","DB200.DBD1000",DWord,1,R/W,100,,,,,,,,,,"Conveyor X- Ray Machine Conv_47",
"CRISBELT_PLC01_TL37_BC001_CM","DB200.DBB1054",Byte,1,R/W,100,,,,,,,,,,"Conveyor Loading conveyor Conv_47",
"CRISBELT_PLC01_TL37_BC001_SIGNAL_1","DB200.DBD1056",DWord,1,R/W,100,,,,,,,,,,"Conveyor Loading conveyor Conv_47",
"CRISBELT_PLC01_TL37_BC002_CM","DB200.DBB1068",Byte,1,R/W,100,,,,,,,,,,"Conveyor Queue conveyor Conv_47",
"CRISBELT_PLC01_TL37_BC002_SIGNAL_1","DB200.DBD1070",DWord,1,R/W,100,,,,,,,,,,"Conveyor Queue conveyor Conv_47",
"CRISBELT_PLC01_TL37_BC003_CM","DB200.DBB1082",Byte,1,R/W,100,,,,,,,,,,"Conveyor Queue conveyor Conv_47",
"CRISBELT_PLC01_TL37_BC003_SIGNAL_1","DB200.DBD1084",DWord,1,R/W,100,,,,,,,,,,"Conveyor Queue conveyor Conv_47",
"CRISBELT_PLC01_TL37_BC005_CM","DB200.DBB1110",Byte,1,R/W,100,,,,,,,,,,"Conveyor Queue conveyor Conv_47",
"CRISBELT_PLC01_TL37_BC005_SIGNAL_1","DB200.DBD1112",DWord,1,R/W,100,,,,,,,,,,"Conveyor Queue conveyor Conv_47",
"CRISBELT_PLC01_TL37_BC006_CM","DB200.DBB1124",Byte,1,R/W,100,,,,,,,,,,"Conveyor incline conveyor Conv_47",
"CRISBELT_PLC01_TL37_BC006_SIGNAL_1","DB200.DBD1126",DWord,1,R/W,100,,,,,,,,,,"Conveyor incline conveyor Conv_47",
"CRISBELT_PLC01_TL37_BC009_CM","DB200.DBB1166",Byte,1,R/W,100,,,,,,,,,,"Conveyor incline conveyor Conv_47",
"CRISBELT_PLC01_TL37_BC009_SIGNAL_1","DB200.DBD1168",DWord,1,R/W,100,,,,,,,,,,"Conveyor incline conveyor Conv_47",
"CRISBELT_PLC01_TL37_BC011_CM","DB200.DBB1194",Byte,1,R/W,100,,,,,,,,,,"Conveyor standrad conveyor Conv_47",
"CRISBELT_PLC01_TL37_BC011_SIGNAL_1","DB200.DBD1196",DWord,1,R/W,100,,,,,,,,,,"Conveyor standrad conveyor Conv_47",
"CRISBELT_PLC01_TL37_BC012_CM","DB200.DBB1208",Byte,1,R/W,100,,,,,,,,,,"Conveyor Queue conveyor Conv_47",
"CRISBELT_PLC01_TL37_BC012_SIGNAL_1","DB200.DBD1210",DWord,1,R/W,100,,,,,,,,,,"Conveyor Queue conveyor Conv_47",
"CRISBELT_PLC01_TL37_PC007_CM","DB200.DBB1138",Byte,1,R/W,100,,,,,,,,,,"Conveyor 90 degree curve Conv_47",
"CRISBELT_PLC01_TL37_PC007_SIGNAL_1","DB200.DBD1140",DWord,1,R/W,100,,,,,,,,,,"Conveyor 90 degree curve Conv_47",
"CRISBELT_PLC01_TL37_PC008_CM","DB200.DBB1152",Byte,1,R/W,100,,,,,,,,,,"Conveyor 90 degree curve Conv_47",
"CRISBELT_PLC01_TL37_PC008_SIGNAL_1","DB200.DBD1154",DWord,1,R/W,100,,,,,,,,,,"Conveyor 90 degree curve Conv_47",
"CRISBELT_PLC01_TL37_PC010_CM","DB200.DBB1180",Byte,1,R/W,100,,,,,,,,,,"Conveyor 90 degree curve Conv_47",
"CRISBELT_PLC01_TL37_PC010_SIGNAL_1","DB200.DBD1182",DWord,1,R/W,100,,,,,,,,,,"Conveyor 90 degree curve Conv_47",
"CRISBELT_PLC01_TL37_XC004_CM","DB200.DBB1096",Byte,1,R/W,100,,,,,,,,,,"Conveyor X- Ray Machine Conv_47",
"CRISBELT_PLC01_TL37_XC004_SIGNAL_1","DB200.DBD1098",DWord,1,R/W,100,,,,,,,,,,"Conveyor X- Ray Machine Conv_47",
